ID,utterance,charlie,morgane,list-ID,intersection,charlie_new,morgane_new,agree
438,ils font comment les lapins ? [media],"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,PAR-Follow-up:Re-ask-initial-question,PAR-Follow-up:Re-ask-initial-question,PAR-Follow-up:Re-ask-initial-question,1
439,lapin ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,1
440,comment ils font Adrien tiens ! [media],"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:Answer:no-explanation-needed]","[PAR-Follow-up:other,NULL,NULL]",2,NA,PAR-Follow-up:Re-ask-initial-question,PAR-Follow-up:other,0
441,comment on dit ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
442,merci ! [media],"[CHI-Response:Answer:no-explanation-needed,PAR-Follow-up:No-followup,NULL]","[CHI-Response:Answer:no-explanation-needed,PAR-Follow-up:No-followup,NULL]",2,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,1
446,tu veux écouter de la musique Adrien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
447,non ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,1
449,tiens tu viens mon bonhomme ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
455,tu danses ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
458,allez tu danses Adrien ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
461,non tu veux pas danser ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]","[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
462,et ben tu veux pas ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
463,attends ! [media],"[PAR-Follow-up:other,NULL,NULL]","[NULL,NULL,NULL]",2,NULL,PAR-Follow-up:other,NULL,0
464,qu'est-ce tu veux ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
465,www . [media],"[CHI-Response:No-label,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:No-label,NULL,NULL]",2,CHI-Response:No-label,CHI-Response:No-label,CHI-Response:No-label,1
466,c'est à toi ça oui ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
467,tu veux qu'on mette ton tu veux qu'on mette ton jeu Adrien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
468,est-ce que tu veux ton jeu Adrien ? [media],"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
469,yyy . [media],"[CHI-Response:No-label,NULL,NULL]","[CHI-Response:No-label,NULL,NULL]",2,CHI-Response:No-label,CHI-Response:No-label,CHI-Response:No-label,1
470,ça là tu le veux ça ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
471,yyy . [media],"[CHI-Response:No-label,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:No-label,CHI-Response:Answer:non-verbal,NULL]",2,CHI-Response:No-label,CHI-Response:No-label,CHI-Response:No-label,1
472,oui comment tu dis ? [media],"[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]","[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]",2,PAR-Follow-up:Signal-agreement,PAR-Follow-up:Signal-agreement,PAR-Follow-up:Signal-agreement,1
473,tu veux ça ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[CHI-Response:No-response,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
474,yyy . [media],"[CHI-Response:No-label,NULL,NULL]","[CHI-Response:No-label,NULL,NULL]",2,CHI-Response:No-label,CHI-Response:No-label,CHI-Response:No-label,1
475,ouais . [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]","[PAR-Follow-up:Signal-agreement,NULL,NULL]",2,PAR-Follow-up:Signal-agreement,PAR-Follow-up:Signal-agreement,PAR-Follow-up:Signal-agreement,1
478,tu le veux le jeu ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
479,jeu ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,1
480,le jeu ! [media],"[PAR-Follow-up:Repeat-answer,NULL,NULL]","[PAR-Follow-up:Repeat-answer,NULL,NULL]",2,PAR-Follow-up:Repeat-answer,PAR-Follow-up:Repeat-answer,PAR-Follow-up:Repeat-answer,1
482,tu veux qu'on joue à ça ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
483,jeu ! [media],"[NULL,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,NULL,NULL,CHI-Response:Non-answer:declarative,0
486,c'est un truc qu'on a acheté il y a une souris pour lui avec des jeux . [media],"[NULL,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,NULL,NULL,PAR-Follow-up:other,0
495,ouais tu prends ta souris ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
497,c'est à qui cette souris Adrien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
498,elle est à qui cette souris Adrien ? [media],"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:Answer:non-verbal]","[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
499,tiens on va essayer le non tiens on va essayer le c_d numéro deux ! [media],"[PAR-Follow-up:Add-info,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,NULL,PAR-Follow-up:Add-info,PAR-Follow-up:other,0
501,elle est à qui cette souris Adrien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
502,yyy . [media],"[CHI-Response:No-label,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:No-label,CHI-Response:Answer:non-verbal,NULL]",2,CHI-Response:No-label,CHI-Response:No-label,CHI-Response:No-label,1
503,elle est à toi oui ! [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]","[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Give-response,NULL]",2,PAR-Follow-up:Signal-agreement,PAR-Follow-up:Signal-agreement,PAR-Follow-up:Signal-agreement,1
505,ouais ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
515,c'est qui ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
516,maman maman ! [media],"[CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,1
517,regarde Adrien oh ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,PAR-Follow-up:other,PAR-Follow-up:other,PAR-Follow-up:other,1
520,comment il s'appelle lui ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
521,yyy . [media],"[CHI-Response:No-label,NULL,NULL]","[CHI-Response:No-label,NULL,NULL]",2,CHI-Response:No-label,CHI-Response:No-label,CHI-Response:No-label,1
522,non c'est un ours ! [media],"[PAR-Follow-up:Signal-disagreement,PAR-Follow-up:Give-response,NULL]","[PAR-Follow-up:Signal-disagreement,PAR-Follow-up:Give-response,NULL]",2,PAR-Follow-up:Signal-disagreement,PAR-Follow-up:Signal-disagreement,PAR-Follow-up:Signal-disagreement,1
523,regarde alors sur quoi on va jouer ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,No-response+No-follow-up]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
524,je les connais pas jeux on va les découvrir en général c'est vachement balèze ! [media],"[PAR-Follow-up:other,NULL,NULL]","[NULL,NULL,NULL]",2,NULL,PAR-Follow-up:other,NULL,0
530,tu peux mettre ça dans ta voiture ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
531,oui ! [media],"[CHI-Response:Answer:no-explanation-needed,PAR-Follow-up:No-followup,NULL]","[CHI-Response:Answer:no-explanation-needed,PAR-Follow-up:No-followup,NULL]",2,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,1
537,t'appuies sur le bouton ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
540,comment elle fait la voiture ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
541,boum ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,1
542,tu veux aider maman ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
543,carton ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,1
545,attends Adrien alors attends ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,PAR-Follow-up:other,PAR-Follow-up:other,PAR-Follow-up:other,1
546,xxx c'est pour qui ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]","[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
547,ouh c'est lourd ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,PAR-Follow-up:other,PAR-Follow-up:other,PAR-Follow-up:other,1
557,tu permets peut-être ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
561,quoi tatu ? [media],"[PAR-Initiation:Information-seeking:fact-based ,No-response+No-follow-up,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
562,carton carton ! [media],"[NULL,NULL,NULL]","[CHI-Response:Non-answer:declarative,PAR-Follow-up:No-followup,NULL]",2,NULL,NULL,CHI-Response:Non-answer:declarative,0
570,il est où ton père ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
571,il est où papa ? [media],"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
572,parti ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,1
573,qu'est-ce que c'est ça ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
574,carton ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,1
575,des cartons pas des cadeaux ! [media],"[PAR-Follow-up:Give-response,NULL,NULL]","[PAR-Follow-up:Give-response,NULL,NULL]",2,PAR-Follow-up:Give-response,PAR-Follow-up:Give-response,PAR-Follow-up:Give-response,1
576,et c'est pour qui ce qu' y a dedans ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
577,yyy . [media],"[CHI-Response:No-label,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:No-label,CHI-Response:Answer:non-verbal,NULL]",2,CHI-Response:No-label,CHI-Response:No-label,CHI-Response:No-label,1
578,c'est tout pour toi tu crois ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
579,tiens tu aides maman tu enlèves et tu mets là sur la table mon chéri ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,PAR-Follow-up:other,PAR-Follow-up:other,PAR-Follow-up:other,1
582,pourquoi t'enlèves mon chéri ça ? [media],"[PAR-Initiation:Information-seeking:explanation-based,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,NULL,PAR-Initiation:Information-seeking:explanation-based,PAR-Initiation:Information-seeking:fact-based ,0
583,yyy . [media],"[CHI-Response:No-label,NULL,NULL]","[CHI-Response:No-label,PAR-Follow-up:No-followup,NULL]",2,CHI-Response:No-label,CHI-Response:No-label,CHI-Response:No-label,1
584,allez Adrien ! [media],"[PAR-Follow-up:other,NULL,NULL]","[NULL,NULL,NULL]",2,NULL,PAR-Follow-up:other,NULL,0
588,tu vas mettre les cartons là-bas ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
596,tu mets le carton dedans ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
598,tiens ça aussi ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
601,tiens regarde ça c'est à qui ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
602,tu vas mettre dans ta chambre ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
607,regarde tu peux enlever le carton tu le mets à côté ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
608,non ça tu vas mettre le carton à côté ! [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[NULL,NULL,NULL]",2,NULL,PAR-Initiation:Non-Information-seeking,NULL,0
626,qu'est-ce qu' y a ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
627,yyy . [media],"[CHI-Response:No-label,NULL,NULL]","[CHI-Response:No-label,NULL,NULL]",2,CHI-Response:No-label,CHI-Response:No-label,CHI-Response:No-label,1
629,attends papa il travaille ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,PAR-Follow-up:other,PAR-Follow-up:other,PAR-Follow-up:other,1
642,c'est qui c'est maman et papa ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
643,lunettes ! [media],"[CHI-Response:Non-answer:declarative,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,1
645,papa maman ! [media],"[CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:non-verbal,NULL]","[NULL,NULL,NULL]",2,NULL,CHI-Response:Answer:no-explanation-needed,NULL,0
646,oui ! [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]","[PAR-Follow-up:Signal-agreement,NULL,NULL]",2,PAR-Follow-up:Signal-agreement,PAR-Follow-up:Signal-agreement,PAR-Follow-up:Signal-agreement,1
648,comment tu dis ça Adrien c'est des comment ça ça s'appelle ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
650,lunettes ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,1
651,lunettes Adrien ! [media],"[PAR-Follow-up:Give-response,NULL,NULL]","[PAR-Follow-up:Repeat-answer,NULL,NULL]",2,NULL,PAR-Follow-up:Give-response,PAR-Follow-up:Repeat-answer,0
654,tu vas aider maman ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
658,tu mets dans le carton ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
665,tiens tu mets dans le carton ça ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
668,comment tu dis oui ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
669,par . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[NULL,NULL,NULL]",2,NULL,CHI-Response:Answer:no-explanation-needed,NULL,0
670,pardon ! [media],"[NULL,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,NULL,NULL,CHI-Response:Answer:no-explanation-needed,0
671,pardon oui c'est bien mon chéri ! [media],"[PAR-Follow-up:Repeat-answer,PAR-Follow-up:Signal-agreement,NULL]","[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Repeat-answer,NULL]",2,PAR-Follow-up:Repeat-answer,PAR-Follow-up:Repeat-answer,PAR-Follow-up:Repeat-answer,1
672,Adrien tu vas pas manger ça maintenant ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
674,Adrien qu'est-ce que tu fais ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:Answer:non-verbal,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
675,tiens Adrien tu mets dans le carton ça ? [media],"[PAR-Follow-up:No-followup,PAR-Initiation:Non-Information-seeking,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
677,dans le carton ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
